ID,SUB_ID,Country,Province/State,Study Pop Size (N),Proportion of values entered in row (%),Paper Title,Journal,Author,Source,Language,Peer-Reviewed? (As of 2 April 2020),Study Type: Observational or Randomized Clinical Trial (RCT)?,Study start date (mm/dd/yyyy),Study end date (mm/dd/yyyy),Study length (days),Overall study population or subgroup?,Subgroup,Positive/negative cases,End-point vs Active,Survivors,Discharged,Contains Any Treatment?,ICU vs. non-ICU,Severity,Ventilation,Median Age,Mean Age,Age SD,Age LQ,Age UQ,% Healthcare Worker,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Exposure history (%),Exposure - Wuhan Travel (%),Exposure - Personal Contact (%),Incubation period (days) - Mean,Incubation period (days) - Median,Incubation period (days) - LQ,Incubation period (days) -  Higher Quartile,Time From Symptoms Appearance to Hospitalization (days) - Mean,Time From Symptoms Appearance to Hospitalization (days) - Median,Time From Symptoms Appearance to Hospitalization (days) - LQ,Time From Symptoms Appearance to Hospitalization (days) - UQ,Smoking history,Current drinker,BMI,Obesity,Any Comorbidity,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever (temperature ≥37·3°C),Average temperature (celsius),Max temperature (celsius),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Disease Severity General,Disease Severity Severe,Disease Severity Critical,"Imaging Findings Available? (yes=1, no=0)",White Blood Cell Count (10^9/L) - Median,White Blood Cell Count (10^9/L) - LQ,White Blood Cell Count (10^9/L) - UQ,Lymphocyte Count (10^9/L) - Median,Lymphocyte Count (10^9/L) - LQ,Lymphocyte Count (10^9/L) - UQ,CD4+ T Lymphocyte (Count),CD8+ T Lymphocyte (Count),Platelet Count (10^9/L) - Median,Platelet Count (10^9/L) - LQ,Platelet Count (10^9/L) - UQ,Neutrophil Count (10^9/L) - Median,Neutrophil Count (10^9/L) - LQ,Neutrophil Count (10^9/L) - UQ,Hemoglobin (g/L) - Median,Hemoglobin (g/L) - LQ,Hemoglobin (g/L) - UQ,Hematocrit (%),Albumin (g/L),Alanine Aminotransferase (U/L),Aspartate Aminotransferase (U/L),Total Bilirubin (umol/L) - Median,Total Bilirubin (umol/L) - LQ,Total Bilirubin (umol/L) - UQ,Blood Urea Nitrogen (mmol/L),Creatinine (μmol/L),Creatine Kinase (U/L),C-Reactive Protein (mg/L),Gamma-Glutamyl Transferase (U/L),Interleukin-6 (pg/mL),Procalcitonin (ng/mL),D-Dimer (mg/L),Prothrombin Time (s),Antibiotic,Antiviral (Any),Uses Kaletra (lopinavir–ritonavir),Uses Favipiravir,Uses Tamiflu (oseltamivir),Uses Remdesivir,Uses umif+lop-rit,Uses Arbidol (umifenovir),Uses hydroxychloroquine and/or chloroquine,"Corticosteroid (including Glucocorticoid, Methylprednisolone)",Intravenous immunoglobin,Nasal cannula,High-flow nasal cannula oxygen therapy,Oxygen therapy,Noninvasive mechanical ventilation,Invasive mechanical ventilation,ECMO,Renal replacement therapy,Interferon Alpha-1b,Thymalfasin and/or Thymosin,Sepsis,Respiratory failure or ARDS,Respiratory failure,ARDS,Hypoxemia,Heart failure,Septic shock / shock,Liver dysfunction,Coagulopathy,Acute cardiac injury,Acute kidney injury (AKI),Secondary infection/ Bacterial infection,Hypoproteinaemia,Acidosis,Hospital admission (%),ICU admission,Discharged (%),"ICU length of stay, days","Hospital length of stay, days",Days to Viral Clearance (Median),Mortality,Projected Mortality (accounting for patients not currently discharged)
42,1,China,Shandong,509,12.36%,山东省新型冠状病毒肺炎患者 537 例临床特征与救治效果,山东大学学报(医学版),周生余，王春亭，张伟，王锡明，董亮,,Chinese,,,1/19/20,2/15/20,27,Subgroup,Common,Positive only,End-point and active,Both,Both,Yes,Both,Mild only,,,,,,,,,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,
42,2,China,Shandong,16,13.48%,山东省新型冠状病毒肺炎患者 537 例临床特征与救治效果,山东大学学报(医学版),周生余，王春亭，张伟，王锡明，董亮,,Chinese,,,1/19/20,2/15/20,27,Subgroup,Severe,Positive only,End-point and active,Both,Both,Yes,Both,Severe/Critical Only,,,,,,,,62.50%,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.80%,98.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,3,China,Shandong,12,12.36%,山东省新型冠状病毒肺炎患者 537 例临床特征与救治效果,山东大学学报(医学版),周生余，王春亭，张伟，王锡明，董亮,,Chinese,,,1/19/20,2/15/20,27,Subgroup,Critical,Positive only,End-point and active,Both,Both,Yes,Both,Severe/Critical Only,,,,,,,,41.67%,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0,China,Hubei,49,14.61%,湖北省十堰市新型冠状病毒肺炎 49 例临床分析,第三军医大学学报,赵琴，雷旭，刘龙，占国清，李儒贵，李金科，李芳，杜卫星，李健，杨靖， 谭华炳,DOI：10.16016/j.1000-5404.202002107,Chinese,,,1/23/20,2/9/20,17,Top-level,General,Positive only,,,,,,,,48,,,,,,51.02%,0%,0%,100%,0%,0%,,91.80%,,,,,,,,,,,,,,36.73%,,,,,,,,,,87.76%,,,,65.31%,12.24%,24.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,China,Hubei,463,30.34%,普通型和重型新型冠状病毒肺炎康复患者463例临床特征分析,上海医学,程克斌，魏明，沈虹，吴超民，陈德昌，熊维宁，周新，张定宇，郑军华,,Chinese,,,1/1/20,2/6/20,36,Top-level,Survivors,Positive only,Active only,Survivors only,Discharged only,Yes,Both,All,,51,,,,,,52.70%,0%,0%,100%,0%,0%,,,,,9,7,12.5,,,,,,,,,44.28%,23.11%,8.64%,6.05%,,,,,,,89.63%,38.5,40.5,,77.06%,41.90%,13.17%,31.53%,,28.08%,,,,,,,,,,,,,,5.44,4.09,7.52,1.07,0.76,1.46,,,212,155,285,,,,126,114,126,,,,,,,,,,,,,,,,,100%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,0,
44,1,China,Hubei,282,30.34%,普通型和重型新型冠状病毒肺炎康复患者463例临床特征分析,上海医学,程克斌，魏明，沈虹，吴超民，陈德昌，熊维宁，周新，张定宇，郑军华,,Chinese,,,1/1/20,2/6/20,36,Subgroup,Common,Positive only,Active only,Survivors only,Discharged only,Yes,Both,Mild only,,49,,,42,58,,51.42%,0%,0%,100%,0%,0%,,,,,10,7,13,,,,,,,,,40.43%,19.15%,7.09%,4.26%,,,,,,,86.88%,38.4,,,74.82%,39.72%,5.32%,29.08%,,28.72%,,,,,,,,,,,,,,5.17,4.08,,1.18,0.87,1.61,,,214,165,285,,,,6.71,115,138,,,,,,,,,,,,,,,,,100%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,0,
44,2,China,Hubei,181,29.21%,普通型和重型新型冠状病毒肺炎康复患者463例临床特征分析,上海医学,程克斌，魏明，沈虹，吴超民，陈德昌，熊维宁，周新，张定宇，郑军华,,Chinese,,,1/1/20,2/6/20,36,Subgroup,Severe,Positive only,Active only,Survivors only,Discharged only,Yes,Both,Severe/Critical Only,,54,,,46,64,,54.70%,0%,0%,100%,0%,0%,,,,,8,7,12,,,,,,,,,50.28%,29.28%,11.05%,8.84%,,,,,,,93.92%,38.9,,,80.11%,45.30%,5.52%,35.36%,,27.07%,,,,,,,,,,,,,,5.92,4.13,,0.95,0.63,1.3,,,204,142,275,,,,8.26,107,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,0,
46,0,China,Henan,524,20.22%,河南省524例新型冠状病毒肺炎患者临床特征及中医证候分布,中医杂志,李建生，李素云，谢洋，赵虎雷，冯贞贞，春柳，王佳佳，孙博倩,,Chinese,,,2/1/20,2/20/20,19,Top-level,General,Positive only,,,,Yes,,All,,45,,,33,55,,58.00%,0%,0%,100%,0%,0%,,54.80%,62.20%,,10,6,15,,,,,,,,,,,,,,,,,,,47.30%,,,,12.79%,26.34%,5.53%,11.07%,5.15%,31.30%,,2.67%,4.20%,,16.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,0,China,Chongqing,223,34.83%,重庆市223例新型冠状病毒肺炎患者的临床特征分析,西南大学学报(自然科学版),袁婧，孙艳雨，左玉洁，陈婷颖，曹齐，袁国丹，杨梅，张维，彭安周，陈 耀凯,,Chinese,,,1/24/20,2/23/20,30,Top-level,General,Positive only,End-point and active,Both,Both,Yes,ΝΑ,All,Both,,46.5,,30.4,62.6,,47.10%,0%,0%,100%,0%,0%,,28.70%,34.10%,,,,,5,,,,15.70%,,,,24.20%,11.20%,8.10%,0.40%,0.40%,,,,,4%,53.40%,,,3.10%,50.70%,6.70%,4.90%,12.10%,5.40%,5.40%,,5.40%,,,,,,,,,,,,,,,1.5,,,,,199.8,,,,,,135.1,,,,,20,30,18.8,,,,69.4,,,,,,,,,100%,,,,,,,,7.60%,,58.30%,,,5.40%,1.30%,,,,,,,,,,,,,,,,,,,,,0.5,,14,11.9,0,0
47,1,China,Chongqing,192,34.83%,重庆市223例新型冠状病毒肺炎患者的临床特征分析,西南大学学报(自然科学版),袁婧，孙艳雨，左玉洁，陈婷颖，曹齐，袁国丹，杨梅，张维，彭安周，陈 耀凯,,Chinese,,,1/24/20,2/23/20,30,Subgroup,Common,Positive only,End-point and active,Both,Both,Yes,ΝΑ,Mild only,Both,,44.9,,28.9,60.9,,45.30%,0%,0%,100%,0%,0%,,27.60%,37.50%,,,,,4,,,,15.60%,,,,20.80%,10.90%,5.20%,0.50%,0.50%,,,,,3.60%,47.90%,,,1.00%,49.50%,0,5.20%,10.40%,5.20%,5.20%,,6.30%,,,,,,,,,,,,,,,1.5,,,,,197.8,,,,,,135.9,,,,,20,26,19.2,,,,69.5,,,,,,,,,100%,,,,,,,,9%,,63.50%,,,0,0,,,,,,,,,,,,,,,,,,,,,0.53,,13.8,11.7,0,0
47,2,China,Chongqing,31,34.83%,重庆市223例新型冠状病毒肺炎患者的临床特征分析,西南大学学报(自然科学版),袁婧，孙艳雨，左玉洁，陈婷颖，曹齐，袁国丹，杨梅，张维，彭安周，陈 耀凯,,Chinese,,,1/24/20,2/23/20,30,Subgroup,Severe,Positive only,End-point and active,Both,Both,Yes,ΝΑ,Severe/Critical Only,Both,,56.4,,44,68.8,,58.10%,0%,0%,100%,0%,0%,,35.50%,12.90%,,,,,6,,,,16.10%,,,,45.20%,12.90%,25.80%,0,0,,,,,6.50%,87.10%,,,16.10%,58.10%,48.40%,3.20%,22.60%,6.50%,6.50%,,0,,,,,,,,,,,,,,,1,,,,,211.8,,,,,,130.1,,,,,34,60,17.5,,,,68.2,,,,,,,,,100%,,,,,,,,54.80%,,25.80%,,,38.70%,9.70%,,,,,,,,,,,,,,,,,,,,,0.36,,16.4,13.9,0,0
48,0,China,Jiangxi,49,24.72%,江西地区 49 例新型冠状病毒肺炎患者临床特征分析,中国呼吸与危重监护杂志,向天新，刘家明，许飞，程娜，刘洋，钱克俭，张伟,,Chinese,,,1/21/20,1/27/20,6,Top-level,General,Positive only,,,,,,All,,,42.9,,,,,67.32%,0%,0%,100%,0%,0%,93.89%,,,4.7,,,,6.7,,,,6.12%,,,,28.60%,12.20%,4.10%,,,,,,,12.20%,78.70%,37.1,39.1,,38.80%,,12.20%,,,18.40%,,4.10%,,,14.90%,16.30%,,,,81.63%,,,,5.52,,,,,,312.16,174.74,,,,3.84,,,,,,,,22.7,27.4,,,,,,,27.77,,,,,,,15.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1,China,Jiangxi,40,22.47%,江西地区 49 例新型冠状病毒肺炎患者临床特征分析,中国呼吸与危重监护杂志,向天新，刘家明，许飞，程娜，刘洋，钱克俭，张伟,,Chinese,,,1/21/20,1/27/20,6,Subgroup,Common,Positive only,,,,,,Mild only,,,40.6,,,,,62.50%,0%,0%,100%,0%,0%,97.50%,,,4.7,,,,,,,,7.50%,,,,,5.00%,0,,,,,,,15%,80.00%,37.2,,,32.50%,,10.00%,7.50%,,15.00%,,5.00%,,,17.50%,12.50%,,,,,,,,4.61,,,,,,352.75,201,,,,2.96,,,,,,,,20.7,25.1,,,,,,,16.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2,China,Jiangxi,9,21.91%,江西地区 49 例新型冠状病毒肺炎患者临床特征分析,中国呼吸与危重监护杂志,向天新，刘家明，许飞，程娜，刘洋，钱克俭，张伟,,Chinese,,,1/21/20,1/27/20,6,Subgroup,Severe/Critical,Positive only,,,,,,Severe/Critical Only,,,53,,,,,88.90%,0%,0%,100%,0%,0%,77.78%,,,4.5,,,,,,,,0,,,,,44.44%,22.22%,,,,,,,,66.67%,36.9,,,66.67%,,22.22%,44.44%,,33.33%,,0,,,0,33.33%,,,,,,,,9.56,,,,,,221.32,145.35,,,,7.76,,,,,,,,32,38.1,,,,,,,79.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,0,China,,308,17.42%,308 例新型冠状病毒肺炎病例回顾性分析及抗疫强身功运动处方的临床应用 方案,上海中医药杂志,方磊，朱清广，程伟，占超，方晓明，郭超阳，李振瑞，姚斐，房敏,10.16305/j.1007-1334.2020.05.095,Chinese,,,1/25/20,2/20/20,26,Top-level,General,Positive only,End-point and active,Both,Both,Yes,ΝΑ,All,,,52.95,,38.74,,,47.81%,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,82.00%,,,,95.00%,,,,,67.90%,,10.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.22,,0.05,
50,1,China,,34,15.73%,308 例新型冠状病毒肺炎病例回顾性分析及抗疫强身功运动处方的临床应用 方案,上海中医药杂志,方磊，朱清广，程伟，占超，方晓明，郭超阳，李振瑞，姚斐，房敏,10.16305/j.1007-1334.2020.05.095,Chinese,,,1/25/20,2/20/20,26,Subgroup,,Positive only,End-point and active,Both,Both,Yes,ΝΑ,Severe/Critical Only,,,65.1,,51.8,78.4,,54.54%,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.41,,0.36,
50,2,China,,87,15.73%,308 例新型冠状病毒肺炎病例回顾性分析及抗疫强身功运动处方的临床应用 方案,上海中医药杂志,方磊，朱清广，程伟，占超，方晓明，郭超阳，李振瑞，姚斐，房敏,10.16305/j.1007-1334.2020.05.095,Chinese,,,1/25/20,2/20/20,26,Subgroup,,Positive only,End-point and active,Both,Both,Yes,ΝΑ,Severe/Critical Only,,,58.4,,43.1,73.7,,54.02%,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.43,,0.05,
50,3,China,,98,15.73%,308 例新型冠状病毒肺炎病例回顾性分析及抗疫强身功运动处方的临床应用 方案,上海中医药杂志,方磊，朱清广，程伟，占超，方晓明，郭超阳，李振瑞，姚斐，房敏,10.16305/j.1007-1334.2020.05.095,Chinese,,,1/25/20,2/20/20,26,Subgroup,,Positive only,End-point and active,Both,Both,Yes,ΝΑ,Mild only,,,45.8,,31.9,59.7,,43.88%,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,,0,
50,4,China,,90,15.73%,308 例新型冠状病毒肺炎病例回顾性分析及抗疫强身功运动处方的临床应用 方案,上海中医药杂志,方磊，朱清广，程伟，占超，方晓明，郭超阳，李振瑞，姚斐，房敏,10.16305/j.1007-1334.2020.05.095,Chinese,,,1/25/20,2/20/20,26,Subgroup,,Positive only,End-point and active,Both,Both,Yes,ΝΑ,Mild only,,,50.3,,36.6,64,,43%,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,,0,
51,0,China,Hunan,697,12.36%,湖南省 697 例新型冠状病毒肺炎确诊病例就诊及诊断分析,实用预防医学,刘子言，高立冬，胡世雄，罗垲炜，肖洁华，赵善露，曾舸，戴志辉，杨浩， 孙倩莱，张恒娇，邓志红,,Chinese,,,12/21/19,2/13/20,54,Top-level,General,Positive only,Active only,Both,Both,No,Both,All,Both,,,,,,,,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,0,China,Guangdong,188,18.54%,Evidence and characteristics of human-to-human transmission of 2019-nCoV,MedRxiv,Kang et. al.,https://www.medrxiv.org/content/medrxiv/early/2020/02/06/2020.02.03.20019141.full.pdf,English,No,Observational,1/1/20,1/27/20,26,Top-level,General,Positive only,End-point and active,Both,Both,No,ΝΑ,All,NA,,48.8,,,,,49.50%,0%,0%,100%,0%,0%,,75%,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.50%,12.20%,3.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,,,,,
53,1,China,Guangdong,37,25.28%,Evidence and characteristics of human-to-human transmission of 2019-nCoV,MedRxiv,Kang et. al.,https://www.medrxiv.org/content/medrxiv/early/2020/02/06/2020.02.03.20019141.full.pdf,English,No,Observational,1/1/20,1/27/20,26,Subgroup,13 Family clusters,Positive only,End-point and active,Both,Both,No,ΝΑ,All,NA,58,54.65,16.3,48,78,,48.60%,0%,0%,100%,0%,0%,100.00%,0.7568,24.32%,,,,,,,,,,,,,,,,,,,,,,,56.70%,,,,45.90%,,,,,0.189,,,,,,,,,,38%,0.27027027,0.081081081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.08,0.03,,,,0,0
54,0,China,Various,9,29.21%,Novel Coronavirus Infection in Hospitalized Infants Under 1 Year of Age in China,JAMA,Wei et. al.,https://doi.org/10.1001/jama.2020.2131,English,Yes,Observational,12/8/19,2/6/20,60,Top-level,General,Positive only,End-point and active,Survivors only,,No,Non-ICU only,Mild only,Non-ventilation only,0.58,0.56,,0.33,0.75,,22%,0%,0%,100%,0%,0%,87.50%,,,,,,,,,,,,,,,,,,,,,,,,,44%,,,,22%,,,11%,,,,,,,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1,0,na,,,,0,
55,0,China,Wuhan,1,34.27%,A new coronavirus associated with human respiratory disease in China,Nature,Wu et. al,https://www.nature.com/articles/s41586-020-2008-3?fbclid=IwAR10YjXQeW795Vke_56S0Qz-eZzCXSosAAYpF6vuWjWH8vnGIUKWJr1BkoI,English,Yes,Observational,12/26/19,1/7/20,12,Top-level,General,Positive only,Active only,Survivors only,Non-discharged only,Yes,ICU only,Severe/Critical Only,Ventilation only,41,41,,,,,100%,0%,0%,100%,0%,0%,100%,100%,,,,,,6,,,,,,,,,,,,,,,,,,100%,,38.4,,100%,100%,,100%,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4,,,,,,100%,100%,0%,0%,100%,,0%,0%,0%,100%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,,,,,,,,,,,,,,,1,1,na,3,,,,
56,0,China,Wuhan,10,38.20%,Dynamic profile of severe or critical COVID-19 cases,MedRxiv,Xu,https://www.medrxiv.org/content/10.1101/2020.03.18.20038513v1,English,No,Observational,1/1/20,2/11/20,41,Top-level,General,Positive only,End-point and active,Both,Both,Yes,ΝΑ,Severe/Critical Only,NA,,,,,,,60%,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.3,3.5,5.1,0.7,0.6,0.9,,,165,135,219,2.8,,,138,121,151,,,24,26,,,,,65,94,12.1,,17,0.1,0.5,12.3,100%,60%,60%,0%,60%,,0%,0%,0%,50%,0%,0%,100%,100%,,,,,0%,0%,,,,,,,,,,,,,,,1,,0.6,,,,0.2,0.25
56,1,China,Wuhan,8,37.64%,Dynamic profile of severe or critical COVID-19 cases,MedRxiv,Xu,https://www.medrxiv.org/content/10.1101/2020.03.18.20038513v1,English,No,Observational,1/1/20,2/11/20,41,Subgroup,Survivors,Positive only,End-point and active,Survivors only,Both,Yes,ΝΑ,Severe/Critical Only,NA,,,,,,,,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.2,3.2,5,0.8,0.7,0.9,,,167,150,221,2.6,,,138,126,150,,,21,23,,,,,59,92,10.1,,13,0.1,0.5,12.6,100%,75%,75%,0%,75.00%,,0%,0%,0%,37.50%,0%,0%,100%,100%,,,,,0%,0%,,,,,,,,,,,,,,,1,,0.75,,,,0,0
56,2,China,Wuhan,2,37.64%,Dynamic profile of severe or critical COVID-19 cases,MedRxiv,Xu,https://www.medrxiv.org/content/10.1101/2020.03.18.20038513v1,English,No,Observational,1/1/20,2/11/20,41,Subgroup,Non-survivors,Positive only,End-point only,Non-Survivors only,Discharged only,Yes,ΝΑ,Severe/Critical Only,NA,,,,,,,,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.6,3.5,5.7,0.7,0.6,0.8,,,170,121,219,4.3,,,137,128,146,,,28,30,,,,,103,120,25.5,,21,0.2,2.4,18.1,100%,0%,0%,0%,0%,,0%,0%,0%,100%,0%,0%,100%,100%,,,,,0%,0%,,,,,,,,,,,,,,,1,,0,,,,1,1
57,0,China,Guizhou,162,16.85%,"Epidemiologic Characteristics of COVID-19 in Guizhou, China",MedRxiv,Ping et. al.,https://www.medrxiv.org/content/10.1101/2020.03.01.20028944v1.full.pdf,English,No,Observational,1/21/20,2/16/20,26,Top-level,General,Positive only,End-point and active,Both,Both,No,ΝΑ,All,NA,37,,,,,,50.62%,0%,0%,100%,0%,0%,91.35%,51.85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,,,,,
58,0,China,Shanghai,148,29.21%,Clinical Features of COVID-19-Related Liver Damage,MedRxiv,Fan et. al,https://www.medrxiv.org/content/10.1101/2020.02.26.20026971v2.full.pdf,English,No,Observational,1/20/20,1/31/20,11,Top-level,General,Positive only,End-point and active,Both,Both,No,ΝΑ,All,NA,50.5,,,36,64,,49.30%,0%,0%,100%,0%,0%,,,,,,,,,5,3,7,,,,,,,,,,,,,,,70.30%,,,,45.30%,,,26.70%,,,,4.10%,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16%,39.20%,21%,0%,18.26%,,,8.77%,0%,0%,0%,,,,,,,,,,,,,,,,,44.60%,,,,,,,1,,0.63,,12,,0.01,0.01
58,1,China,Shanghai,75,28.65%,Clinical Features of COVID-19-Related Liver Damage,MedRxiv,Fan et. al,https://www.medrxiv.org/content/10.1101/2020.02.26.20026971v2.full.pdf,English,No,Observational,1/20/20,1/31/20,11,Subgroup,Abnormal liver,Positive only,End-point and active,Both,Both,No,ΝΑ,All,NA,,,,,,,62.67%,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,76%,,,,46.67%,,,22.67%,,,,,,,,,,,,,,,,4.99,3.74,5.72,0.93,0.64,1.73,336,201,,,,,,,,,,,,,,,,,,,,24.7,,,0.06,,,22.67%,45.33%,31.00%,0%,22.70%,,,8%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,1,,0.59,,15.14,,,
58,2,China,Shanghai,73,28.65%,Clinical Features of COVID-19-Related Liver Damage,MedRxiv,Fan et. al,https://www.medrxiv.org/content/10.1101/2020.02.26.20026971v2.full.pdf,English,No,Observational,1/20/20,1/31/20,11,Subgroup,Normal liver,Positive only,End-point and active,Both,Both,No,ΝΑ,All,NA,,,,,,,38.36%,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,64%,,,,43.84%,,,27.34%,,,,,,,,,,,,,,,,4.4,5.66,27.5,1.32,0.96,1.57,492,273,,,,,,,,,,,,,,,,,,,,6.23,,,0.02,,,9.59%,32.88%,11%,0%,13.70%,,,9.56%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,1,,0.81,,12.67,,,
59,0,China,Wuhan,82,50.56%,Clinical characteristics of 82 death cases with COVID-19,MedRxiv,Zhang et. al.,https://www.medrxiv.org/content/10.1101/2020.02.26.20028191v1.full.pdf,English,No,Observational,1/11/20,2/10/20,30,Top-level,Non-survivors,Positive only,End-point only,Non-Survivors only,Discharged only,Yes,Both,Severe/Critical Only,Both,72.5,,,65,80,,65.90%,0%,0%,100%,0%,0%,,,,,7,4,10,10,10,7,15,,,,,76.80%,56.10%,18.30%,20.70%,14.60%,7.30%,2.40%,12.20%,7.30%,12.20%,78%,38.8,,,64.60%,63.40%,,,,46.30%,,12.20%,2.30%,,4.90%,,,,,,,100%,,,,,0.5,0.3,0.8,,,148.5,102,206,6.8,,,,,,,33.1,26,72,13.6,10,22.9,8.6,78,107.5,11.7,,,0.3,5.1,13.2,100%,100%,,,,,,,,35.30%,,,100%,,36.60%,4.80%,,,,,28%,,100%,,,24.60%,,,,,,,,,1,0.17,0,,5,,1,1
