ID,SUB_ID,Country,Province/State,Pop Size (N),Title,Journal,Author,Source,Language,Notes,Person Responsible,Data Request (contact person),Study start date (mm/dd/yyyy),Study end date (mm/dd/yyyy),Study length (days),Is top-level row?,Subgroup,Positive/negative cases,End-point vs Active,Survivors,Discharged,Contains Any Treatment?,ICU vs. non-ICU,Severity,Ventilation,Median Age,Mean Age,Age 95% CI Halfwidth,Age Lower Quartile,Age Higher Quartile,% Healthcare Worker,% Male,Exposure history (%),Exposure - Wuhan Travel (%),Exposure - Personal Contact (%),Incubation period (days) - Mean,Incubation period (days) - Median,Incubation period (days) - Lower Quartile,Incubation period (days) -  Higher Quartile,Time From Ill (days) - Mean,Time From Ill (days) - Median,Time from Ill (days) - Lower Quartile,Time from Ill (days) - Upper Quartile,Current smoker,Current drinker,Any Comorbidity,Hypertension,Diabetes,Coronary heart disease,Chronic obstructive lung,Cancer (Any),Carcinoma,Chronic kidney/renal disease,Other,Respiratory rate > 24 breaths per min,Pulse >=125 beats per min,Systolic blood pressure <90mm Hg,Fever (temperature ≥37·3°C),Average temperature (celsius),Max temperature (celsius),Cough,Shortness of Breath (dyspnoea),Headache,Sputum,Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or vomiting,Loss of Appetite,Sore Throat/Stuffy Nose,Chills,Disease Severity Asymptomatic,Disease Severity General,Disease Severity Severe,Disease Severity Critical,Peripheral white cell count - Median,Peripheral white cell count - Lower Quartile,Peripheral white cell count - Upper Quartile,Hemoglobin (g/L) - Median,Hemoglobin (g/L) - Lower Quartile,Hemoglobin (g/L) - Upper Quartile,"Imaging Findings Available? (yes=1, no=0)",Hematocrit,CRE (μmol/L),Lymphocyte count - Median,Lymphocyte count - Lower Quartile,Lymphocyte count - Upper Quartile,Platelet count - Median,Platelet count - Lower Quartile,Platelet count - Upper Quartile,Serum bilirubin - Median,Serum bilirubin - Lower quartile,Serum bilirubin - Upper quartile,Neutrophils,ALT (U/L),AST (U/L),GGT (U/L),CRP (mg/DL),IL-6 (ng/L),T Lymphocyte,CD4+ T Lymphocyte (Count),CD8+ T Lymphocyte (Count),Antibiotic,Antiviral,Uses lopinavir-ritonavir,Uses Favipiravir,Corticosteroid,Intravenous immunoglobin,Nasal cannula,High-flow nasal cannula oxygen therapy,Noninvasive mechanical ventilation,Invasive mechanical ventilation,ECMO,Glucocorticoid,Renal replacement therapy,Sepsis,Respiratory failure or ARDS,Respiratory failure,ARDS,Heart failure,Septic shock,Liver dysfunction,Coagulopathy,Acute cardiac injury,Acute kidney injury (AKI),Secondary infection,Hypoproteinaemia,Acidosis,Hospital admission,ICU admission,Discharged (%),"ICU length of stay, days","Hospital length of stay, days",Days to Viral Clearance (Median),Mortality,Chest CT Improve,Chest CT Same,Chest CT Decline
59,0,China,Wuhan,82,Clinical characteristics of 82 death cases with COVID-19,MedRxiv,Zhang et. al.,https://www.medrxiv.org/content/10.1101/2020.02.26.20028191v1.full.pdf,English,,Agni,,1/11/20,2/10/20,30,Top-level,Only non-survivors,Positive only,End-point only,Non-Survivors only,Non-discharged only,Yes,Both,Severe/Critical Only,Both,72.5,,,65,80,,65.90%,,,,,7,4,10,,,,,,,76.80%,56.10%,18.30%,20.70%,14.60%,7.30%,,7.30%,12.20%,,,,78%,38.8,,64.60%,63.40%,,,,46.30%,,12.20%,2.30%,,4.90%,,,,,100%,,,,,,,,,,0.5,0.3,0.8,148.5,102,206,13.6,10,22.9,6.8,,,,,,,,,100%,100%,,,35.30%,,,100%,36.60%,4.80%,,,,28%,,100%,,24.60%,,,,,,,,,100%,17.10%,0%,,5,,100.00%,,,100%
60,0,China,Jiangxi,11,First Clinical Study Using HCV Protease Inhibitor Danoprevir to Treat Naïve and Experienced COVID-19 Patients,MedRxiv,Chen et. al.,https://www.medrxiv.org/content/10.1101/2020.03.22.20034041v1.full.pdf,English,Can split by naive/experienced,Matthew,,2/12/20,3/19/20,36,Top-level,All Survive,Positive only,End-point only,Survivors only,Discharged only,Yes,Non-ICU only,Mild only,NA,,,,,,,36.40%,18.20%,,9.10%,,,,,,,,,,,18.20%,18.20%,,,,,,,,,,,36.40%,,,36.40%,63.60%,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,100%,0%,100%,,17.81,,0.00%,,,
60,1,China,Jiangxi,2,First Clinical Study Using HCV Protease Inhibitor Danoprevir to Treat Naïve and Experienced COVID-19 Patients,MedRxiv,Chen et. al.,https://www.medrxiv.org/content/10.1101/2020.03.22.20034041v1.full.pdf,English,Naive had no prior drugs,Matthew,,2/12/20,3/19/20,36,Subgroup,Naive,Positive only,End-point only,Survivors only,Discharged only,Yes,Non-ICU only,Mild only,NA,31,,,18,44,,50.00%,50.00%,,,,,,,,,,,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,50.00%,50.00%,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,100%,0%,100%,,8,,0.00%,,,
60,2,China,Jiangxi,9,First Clinical Study Using HCV Protease Inhibitor Danoprevir to Treat Naïve and Experienced COVID-19 Patients,MedRxiv,Chen et. al.,https://www.medrxiv.org/content/10.1101/2020.03.22.20034041v1.full.pdf,English,Prior antiviral therapy,Matthew,,2/12/20,3/19/20,36,Subgroup,Experienced,Positive only,End-point only,Survivors only,Discharged only,Yes,Non-ICU only,Mild only,NA,44,,,18,66,,33.30%,11.10%,,11.10%,,,,,,,,,,,22.20%,22.20%,,,,,,,,,,,44.40%,,,33.30%,66.60%,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,100%,0%,100%,,20,,0.00%,,,
61,1,China,Two provinces,163,A comparative multi­center study on the clinical and imaging features of confirmed and unconfirmed patients with COVID­19,MedRxiv,Miao et. al.,https://www.medrxiv.org/content/10.1101/2020.03.22.20040782v1.full.pdf,English,This study provides results for unconfirmed and confirmed; I would just report on confirmed,Léonard,,1/12/20,2/13/20,32,Subgroup,Confirmed,Positive only,Active only,Survivors only,Non-discharged only,Yes,Both,All,Both,43.8,,,,,,51.60%,,71%,38.60%,7,,,,,,,,24.80%,16.80%,,13.90%,5%,2%,3%,1%,,0%,,,,,79%,,,59.70%,4.80%,8.10%,16.10%,24.20%,24.20%,4.80%,11.30%,,,8.10%,,4.80%,,,6.50%,5.3,4,6.7,138.8,122.1,155.5,1,,,1.3,0.9,1.8,178,130.5,215.5,9.7,7.4,13.1,2.9,22,25.5,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,0.00%,,,
62,0,China,Chongqing,167,"High incidence of asymptomatic SARS-CoV-2 infection, Chongqing, China",MedRxiv,Tao et. al.,https://www.medrxiv.org/content/10.1101/2020.03.16.20037259v1.full.pdf,English,Can split by both severity and age (tables 2-3 report results for severe and asymptomatic by age),Arthur,,1/1/20,3/1/20,60,Top-level,,Positive only,End-point and active,Both,Both,No,ΝΑ,All,NA,,,,,,,,,32.20%,49.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.80%,13.10%,0%,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,16.68,,0.00%,,,
62,1,China,Chongqing,2,"High incidence of asymptomatic SARS-CoV-2 infection, Chongqing, China",MedRxiv,Tao et. al.,https://www.medrxiv.org/content/10.1101/2020.03.16.20037259v1.full.pdf,English,,Arthur,,1/1/20,3/1/20,60,Subgroup,Asymptomatic 0-14,Positive only,End-point and active,Both,Both,No,ΝΑ,Mild only,NA,,,,,,,,,0.00%,100.00%,9,,,,,,,,0.00%,,,,,,,,,,,,,,0%,,,0.00%,0.00%,0.00%,,,0%,,,,,,,100.00%,0.00%,0%,0%,4.66,3.81,5.5,,,,0,,,2.925,1.91,3.94,140.5,30,251,,,,,,,,,,,811,561,,,,,,,,,,,,,,,,,0,0,,0.00%,,,0,,,,,,100%,,16.5,,0.00%,,,
62,2,China,Chongqing,2,"High incidence of asymptomatic SARS-CoV-2 infection, Chongqing, China",MedRxiv,Tao et. al.,https://www.medrxiv.org/content/10.1101/2020.03.16.20037259v1.full.pdf,English,,Arthur,,1/1/20,3/1/20,60,Subgroup,Asymptomatic 15-29,Positive only,End-point and active,Both,Both,No,ΝΑ,Mild only,NA,,,,,,,,,50.00%,50.00%,8.5,,,,,,,,0.00%,,,,,,,,,,,,,,0%,,,0.00%,0.00%,0.00%,,,0%,,,,,,,100.00%,0.00%,0%,0%,3.9,,,,,,0,,,1.63,1.21,2.05,166,,,,,,46.80%,,,,,,,691,537,,,,,,,,,,,,,,,,,0,0,,0.00%,,,0,,,,,,100%,,10.5,,0.00%,,,
62,3,China,Chongqing,2,"High incidence of asymptomatic SARS-CoV-2 infection, Chongqing, China",MedRxiv,Tao et. al.,https://www.medrxiv.org/content/10.1101/2020.03.16.20037259v1.full.pdf,English,,Arthur,,1/1/20,3/1/20,60,Subgroup,Asymptomatic 30-39,Positive only,End-point and active,Both,Both,No,ΝΑ,Mild only,NA,,,,,,,,,50.00%,0.00%,20.5,,,,,,,,50.00%,,,,,,,,,,,,,,0%,,,0.00%,0.00%,0.00%,,,0%,,,,,,,100.00%,0.00%,0%,0%,7.105,5.11,9.1,,,,0,,,2.135,1.31,2.96,229,221,237,,,,62.15%,,,,,,,420,,,,,,,,,,,,,,,,,,0,0,,0.00%,,,0,,,,,,100%,,16,,0.00%,,,
62,4,China,Chongqing,6,"High incidence of asymptomatic SARS-CoV-2 infection, Chongqing, China",MedRxiv,Tao et. al.,https://www.medrxiv.org/content/10.1101/2020.03.16.20037259v1.full.pdf,English,,Arthur,,1/1/20,3/1/20,60,Subgroup,Asymptomatic 40-49,Positive only,End-point and active,Both,Both,No,ΝΑ,Mild only,NA,,,,,,,,,0.00%,66.70%,8.8,,,,,,,,33.30%,,,,,,,,,,,,,,0%,,,0.00%,0.00%,0.00%,,,0%,,,,,,,100.00%,0.00%,0%,0%,5.9,4.11,6.27,,,,0,,,1.3,0.96,1.99,183,87,328,,,,63.00%,,,,,,,433,370,,,,,,,,,,,,,,,,,0,16.70%,,0.00%,,,0,,,,,,100%,,12.2,,0.00%,,,
62,5,China,Chongqing,5,"High incidence of asymptomatic SARS-CoV-2 infection, Chongqing, China",MedRxiv,Tao et. al.,https://www.medrxiv.org/content/10.1101/2020.03.16.20037259v1.full.pdf,English,,Arthur,,1/1/20,3/1/20,60,Subgroup,Asymptomatic 50-59,Positive only,End-point and active,Both,Both,No,ΝΑ,Mild only,NA,,,,,,,,,0.00%,80.00%,7,,,,,,,,40.00%,,,,,,,,,,,,,,0%,,,0.00%,0.00%,0.00%,,,0%,,,,,,,100.00%,0.00%,0%,0%,6.42,6.68,9.4,,,,0,,,2.04,2.03,3,197,192,198,,,,62.50%,,,,,,,253,,,,,,,,,,,,,,,,,,0,0,,0.00%,,,0,,,,,,100%,,11.6,,0.00%,,,
62,6,China,Chongqing,3,"High incidence of asymptomatic SARS-CoV-2 infection, Chongqing, China",MedRxiv,Tao et. al.,https://www.medrxiv.org/content/10.1101/2020.03.16.20037259v1.full.pdf,English,,Arthur,,1/1/20,3/1/20,60,Subgroup,Asymptomatic 70+,Positive only,End-point and active,Both,Both,No,ΝΑ,Mild only,NA,,,,,,,,,0.00%,100.00%,13.7,,,,,,,,0.00%,,,,,,,,,,,,,,0%,,,0.00%,0.00%,0.00%,,,0%,,,,,,,100.00%,0.00%,0%,0%,5.19,5.17,8.05,,,,0,,,0.83,0.78,2.57,,,,,,,69.20%,,,,,,,273,,,,,,,,,,,,,,,,,,0,0,,0.00%,,,0,,,,,,100%,,19,,0.00%,,,
62,7,China,Chongqing,7,"High incidence of asymptomatic SARS-CoV-2 infection, Chongqing, China",MedRxiv,Tao et. al.,https://www.medrxiv.org/content/10.1101/2020.03.16.20037259v1.full.pdf,English,,Arthur,,1/1/20,3/1/20,60,Subgroup,Severe 30-39,Positive only,End-point and active,Both,Both,No,ΝΑ,Severe/Critical Only,NA,,,,,,,,,71.40%,28.60%,9.1,,,,,,,,28.60%,,,,,,,,,,,,,,100%,,,71.40%,14.30%,57.10%,,,57.10%,,,,,,,0.00%,0.00%,100%,0%,5.29,4.1,8.2,,,,0,,,2.19,0.67,2.97,205.5,133,503,,,,60.30%,,,,,,,399,342,,,,,,,,,,,,,,,,,0,0,,14.30%,,,0,,,,,,100%,,18.3,,0.00%,,,
62,8,China,Chongqing,3,"High incidence of asymptomatic SARS-CoV-2 infection, Chongqing, China",MedRxiv,Tao et. al.,https://www.medrxiv.org/content/10.1101/2020.03.16.20037259v1.full.pdf,English,,Arthur,,1/1/20,3/1/20,60,Subgroup,Severe 40-49,Positive only,End-point and active,Both,Both,No,ΝΑ,Severe/Critical Only,NA,,,,,,,,,66.70%,33.30%,8.3,,,,,,,,0.00%,,,,,,,,,,,,,,66.70%,,,66.70%,33.30%,0,,,0%,,,,,,,0.00%,0.00%,100%,0%,3.3,3.26,3.34,,,,0,,,0.855,0.75,0.96,186,174,233,,,,60.70%,,,,,,,393,304,,,,,,,,,,,,,,,,,0,0,,0,,,0,,,,,,100%,,17,,0.00%,,,
62,9,China,Chongqing,5,"High incidence of asymptomatic SARS-CoV-2 infection, Chongqing, China",MedRxiv,Tao et. al.,https://www.medrxiv.org/content/10.1101/2020.03.16.20037259v1.full.pdf,English,,Arthur,,1/1/20,3/1/20,60,Subgroup,Severe 50-59,Positive only,End-point and active,Both,Both,No,ΝΑ,Severe/Critical Only,NA,,,,,,,,,80.00%,20.00%,12.3,,,,,,,,20%,,,,,,,,,,,,,,80%,,,60%,60%,20%,,,20%,,,,,,,0.00%,0.00%,100%,0%,5.17,3.2,6.07,,,,0,,,0.78,0.75,1.07,77,68,86,,,,72.30%,,,,,,,167,235,,,,,,,,,,,,,,,,,0,0,,20%,,,0,,,,,,100%,,26.5,,0.00%,,,
62,10,China,Chongqing,3,"High incidence of asymptomatic SARS-CoV-2 infection, Chongqing, China",MedRxiv,Tao et. al.,https://www.medrxiv.org/content/10.1101/2020.03.16.20037259v1.full.pdf,English,,Arthur,,1/1/20,3/1/20,60,Subgroup,Severe 60-69,Positive only,End-point and active,Both,Both,No,ΝΑ,Severe/Critical Only,NA,,,,,,,,,0.00%,33.30%,,,,,,,,,66.70%,,,,,,,,,,,,,,33.30%,,,66.70%,66.70%,100%,,,100%,,,,,,,0.00%,0.00%,100%,0%,6.34,5.43,6.68,,,,0,,,0.69,0.63,1.43,158,131,356,,,,82.70%,,,,,,,117,121,,,,,,,,,,,,,,,,,0,0,,0,,,0,,,,,,100%,,15.7,,0.00%,,,
62,11,China,Chongqing,4,"High incidence of asymptomatic SARS-CoV-2 infection, Chongqing, China",MedRxiv,Tao et. al.,https://www.medrxiv.org/content/10.1101/2020.03.16.20037259v1.full.pdf,English,,Arthur,,1/1/20,3/1/20,60,Subgroup,Severe 70-79,Positive only,End-point and active,Both,Both,No,ΝΑ,Severe/Critical Only,NA,,,,,,,,,50.00%,50.00%,10.3,,,,,,,,25%,,,,,,,,,,,,,,50%,,,75%,100%,50%,,,50%,,,,,,,0.00%,0.00%,100%,0%,3.05,2.25,3.85,,,,0,,,0.5,0.4,0.97,130.5,121,140,,,,69.80%,,,,,,,121,111,,,,,,,,,,,,,,,,,0,0,,25%,,,0,,,,,,100%,,21.25,,0.00%,,,
63,0,China,Wuhan,403,"Characteristics of patients with COVID-19 during epidemic ongoing outbreak in Wuhan, China",MedRxiv,Luo et. al.,https://www.medrxiv.org/content/10.1101/2020.03.19.20033175v1.full.pdf,English,,Kim,,1/30/20,2/25/20,26,Top-level,General,Positive only,End-point only,Both,Both,Yes,Both,All,NA,,56,,39,68,,47.90%,,,,,,,,,,,,7.20%,10.20%,43.40%,28%,14.10%,8.90%,6.90%,,,1.70%,9.70%,,,,79.20%,,,10.20%,2%,,,0.50%,3.50%,,1.00%,0.50%,,2%,,,,,,5.5,4.11,7.3,126.9,109.2,144.6,1,,,1.06,0.75,1.49,192,148,251,12.8,10,17.5,3.57,,,,25.5,,,,,86.60%,97.80%,,,,49.10%,,26.30%,13.90%,5.70%,,41.20%,,,35.50%,,,,,21.60%,,20.60%,14.10%,19.20%,,,100%,,75.19%,,,,24.81%,,,
63,1,China,Wuhan,100,"Characteristics of patients with COVID-19 during epidemic ongoing outbreak in Wuhan, China",MedRxiv,Luo et. al.,https://www.medrxiv.org/content/10.1101/2020.03.19.20033175v1.full.pdf ,English,,Kim,,1/30/20,2/25/20,26,Subgroup,Died,Positive only,End-point only,Non-Survivors only,Non-discharged only,Yes,Both,All,NA,,71,,65,80,,57%,,,,,,,,,,,,9%,10%,77%,60%,25%,16%,17%,,,3%,22%,,,,87%,,,4%,2%,,,0%,2%,,1.00%,0%,,0%,,,,,,8.58,5.13,12.34,125,105.4,144.6,1,,,0.73,0.46,0.92,169,121,219,17.4,12.7,24.7,7.09,,,,95,,,,,99%,96%,,,,66%,,74%,48%,16%,,74%,,,90%,,,,,71%,,65%,43%,58%,,,100%,,0%,,,,100.00%,,,
63,2,China,Wuhan,303,"Characteristics of patients with COVID-19 during epidemic ongoing outbreak in Wuhan, China",MedRxiv,Luo et. al.,https://www.medrxiv.org/content/10.1101/2020.03.19.20033175v1.full.pdf,English,,Kim,,1/30/20,2/25/20,26,Subgroup,Discharged,Positive only,End-point only,Both,Discharged only,Yes,Both,All,NA,,49,,37,62,,44.90%,,,,,,,,,,,,6.60%,10.20%,32.30%,17.50%,10.60%,6.60%,3.60%,,,1.30%,5.60%,,,,76.60%,,,12.20%,2%,,,0.70%,4%,,1.00%,0.70%,,2.60%,,,,,,5.03,3.98,6.5,127.5,110.4,144.6,1,,,1.18,0.9,1.62,205,153,264,11.9,9.5,15.4,3.1,,,,23.8,,,,,82.90%,98.30%,,,,43.60%,,10.60%,2.60%,2.30%,,30.40%,,,17.50%,,,,,5.30%,,5.90%,4.60%,6.30%,,,100%,,100%,,,,0.00%,,,
64,0,China,Qingdao/Wuhan,74,Epidemiological and Clinical Characteristics of Children with Coronavirus Disease 2019,MedRxiv,Wu et. al.,https://www.medrxiv.org/content/10.1101/2020.03.19.20027078v1.full.pdf,English,Pediatric cases only,Kim,,1/20/20,2/27/20,38,Top-level,,Positive only,End-point only,Both,Discharged only,Yes,ΝΑ,All,NA,,6,,0.1,15.08,,59.46%,,,95.59%,,,,,,,,,0%,0%,0%,,,,,,,,,,,,27.03%,38.6,40.1,32.43%,2.70%,2.70%,2.70%,0%,6.76%,,4.05%,,4.05%,,,40.54%,,,,7.68,,,,,,1,,,3.73,,,,,,,,,,,,,1.9,,,,,35.52%,,0%,0%,1.30%,,,0%,1.30%,0%,0%,0%,0%,,,,,,,,,,,,,,100%,,100%,,11,,0.00%,,,
65,0,Japan (Diamond Princess),International,104,Non-severe vs severe symptomatic COVID-19: 104 cases from the outbreak on the cruise ship 2 “Diamond Princess” in Japan,MedRxiv,Tabata et. al.,https://www.medrxiv.org/content/10.1101/2020.03.18.20038125v1.full.pdf,English,Comorbidity breakdown only for aggregate. Labs are discretized but could be usable if we end up binning,Holly,,2/11/20,2/26/20,15,Top-level,General,Positive only,,Survivors only,Both,,,All,,68,,,46.75,75,,,,,,,,,,,,,,,,50%,,6.70%,,,,3.80%,,,,,,28.80%,,,27.90%,6.70%,9.60%,,,,,7.70%,,,15.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,,,,,,,
65,1,Japan (Diamond Princess),International,76,Non-severe vs severe symptomatic COVID-19: 104 cases from the outbreak on the cruise ship 2 “Diamond Princess” in Japan,MedRxiv,Tabata et. al.,https://www.medrxiv.org/content/10.1101/2020.03.18.20038125v1.full.pdf,English,Comorbidity breakdown only for aggregate. Labs are discretized but could be usable if we end up binning,Holly,,2/11/20,2/26/20,15,Subgroup,"Non-severe (asymptomatic, mild)",Positive only,,Survivors only,Both,,,Mild only,,66.5,,,44.75,74,,,,,,,,,,,,,,14.50%,,44.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,,,,,,,
65,2,Japan (Diamond Princess),International,28,Non-severe vs severe symptomatic COVID-19: 104 cases from the outbreak on the cruise ship 2 “Diamond Princess” in Japan,MedRxiv,Tabata et. al.,https://www.medrxiv.org/content/10.1101/2020.03.18.20038125v1.full.pdf,English,Comorbidity breakdown only for aggregate. Labs are discretized but could be usable if we end up binning,Holly,,2/11/20,2/26/20,15,Subgroup,Severe,Positive only,,Survivors only,Both,,,Severe/Critical Only,,72.5,,,55.25,76.5,,,,,,,,,,,,,,25%,,64.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6.10%,,,,,,,,1.22%,,,1.22%,2.44%,,,,,,,,,,na,,,,,,,
66,0,South Korea,Nationwide,7755,"Coronavirus disease-19: The First 7,755 Cases in the Republic of Korea",MedRxiv,KCDC,https://www.medrxiv.org/content/10.1101/2020.03.15.20036368v1,English,"More data on fatalities, so might make more sense to only report on this subset; might also be more data on the KCDC website",Matthew,,2/11/20,2/26/20,15,Top-level,,Positive only,,Both,Both,No,,All,NA,,,,,,,38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,,,,1.00%,,,
66,1,South Korea,Nationwide,66,"Coronavirus disease-19: The First 7,755 Cases in the Republic of Korea",MedRxiv,KCDC,https://www.medrxiv.org/content/10.1101/2020.03.15.20036368v1,English,"More data on fatalities, so might make more sense to only report on this subset; might also be more data on the KCDC website",Matthew,,2/11/20,2/26/20,15,Subgroup,Died,Positive only,,Non-Survivors only,Non-discharged only,No,,All,NA,77,,,45,84,,56%,,,,,,,,,4.5,0,11,,,97%,,,15.90%,,11.10%,,7.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,,,,100.00%,,,
67,0,China,Wuhan,82,"The clinical and epidemiological features and hints of 82 confirmed COVID-19 pediatric cases aged 0-16 in Wuhan, China",MedRxiv,Yu et. al.,https://www.medrxiv.org/content/10.1101/2020.03.15.20036319v1.full.pdf,English,,Galit,,2/1/20,2/20/20,19,Top-level,General,Positive only,End-point and active,Both,Both,Yes,Both,All,Both,4,3.39,,0,6,0,62.20%,,100%,,,,,,,,,,0%,0%,9%,,,,,,,,9%,,,,62.19%,,,62.19%,2.44%,,,,,,,,,,,9.76%,,,,8.76,,,,,,0,,,,,,248,,,,,,,34.57,44.43,64.97,18.22,30.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00%,9.80%,73.17%,,11.2,,0.00%,,,
68,0,China,Wuhan,158,"Diabetic patients with COVID-19, characteristics and outcome — A two-centre, retrospective, case control study",Lancet Diabetes and Endocrinology,Shi et. al.,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3551369,English,Can split by diabetic vs. non-diabetic,Agni,,1/1/20,2/25/20,55,Top-level,All,Positive only,End-point only,Both,Both,Yes,Both,All,Both,66,,,56,73.3,,55.70%,13.90%,0.60%,13.30%,,,,,,8,4,13,5.70%,3.20%,,43%,50%,18.40%,8.20%,4.40%,,10.10%,5.10%,,,,81%,,,60.80%,41.10%,3.20%,,13.90%,58.20%,,11.40%,3.80%,53.20%,,,,,,,5.9,4.2,8.1,,,,1,,,0.94,0.62,1.23,197,138,267,11.4,8.3,15.9,3.9,26,28.5,,37.9,,,356,171,85.40%,98.70%,,,,22.80%,,64.60%,15.80%,7.60%,0,39.90%,,,,,29.70%,,27.80%,,,34.80%,12%,32.30%,,,100.00%,22.80%,na,,13,,27.80%,,,
68,1,China,Wuhan,79,"Diabetic patients with COVID-19, characteristics and outcome — A two-centre, retrospective, case control study",Lancet Diabetes and Endocrinology,Shi et. al.,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3551369,English,Can split by diabetic vs. non-diabetic,Agni,,1/1/20,2/25/20,55,Subgroup,non-diabetic,Positive only,End-point only,Both,Both,Yes,Both,All,Both,66,,,56,74,,55.70%,20.30%,0%,20.30%,,,,,,8,5,12,6.30%,3.80%,,25.30%,0%,10.10%,8.90%,3.80%,,10.10%,2.50%,,,,79.70%,,,57%,40.50%,5.10%,,7.60%,50.60%,,13.90%,1.30%,50.60%,,,,,,,6,4,8,,,,1,,,1,0.63,1.29,209,158,273,11.7,8.4,15.9,3.8,27.5,30,,35,,,374,222,83.50%,98.70%,,,,21.50%,,62%,8.90%,5.10%,0,39.20%,,,,,20.30%,,20.30%,,,22.80%,6.30%,21.50%,,,100%,15.20%,na,,13,,20.30%,,,
68,2,China,Wuhan,79,"Diabetic patients with COVID-19, characteristics and outcome — A two-centre, retrospective, case control study",Lancet Diabetes and Endocrinology,Shi et. al.,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3551369,English,Can split by diabetic vs. non-diabetic,Agni,,1/1/20,2/25/20,55,Subgroup,diabetic ,Positive only,End-point and active,Both,Both,Yes,Both,All,Both,66,,,56,73,,55.70%,7.60%,1.30%,6.30%,,,,,,8,4,14,5.10%,2.50%,,60.80%,100%,26.60%,7.60%,5.10%,,10.10%,7.60%,,,,82.30%,,,64.60%,41.80%,1.30%,,20.30%,65.80%,,8.90%,6.30%,55.70%,,,,,,,5.8,4.5,8.2,8.2,6.6,9,1,,,0.81,0.56,1.22,185,133.5,259.3,11,7.9,16,4.3,25.5,27.5,,39.9,,,280,142,87.30%,98.70%,,,,24.10%,,67.10%,22.80%,10.10%,0,40.50%,,,,,39.20%,,35.40%,,,46.80%,17.70%,43%,,,100%,30.40%,na,,13,,35.40%,,,
68,3,China,Wuhan,51,"Diabetic patients with COVID-19, characteristics and outcome — A two-centre, retrospective, case control study",Lancet Diabetes and Endocrinology,Shi et. al.,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3551369,English,Can split by diabetic vs. non-diabetic,Agni,,1/1/20,2/25/20,55,Subgroup,diabetic - survivors,Positive only,End-point only,Survivors only,Discharged only,Yes,Both,All,Both,63,,,55,70,,49%,5.90%,2.00%,3.90%,,,,,,8.5,4,15,2%,2%,,49%,100%,17.60%,3.90%,3.90%,,11.80%,2%,,,,84.30%,,,66.70%,33.30%,2%,,23.50%,62.70%,,11.80%,5.90%,54.90%,,,,,,,5.3,4,7.1,7.6,6.6,8.6,1,,,0.97,0.71,1.38,197,146,289,9.5,7.8,13.4,3.4,27,24,,15.3,,,382,157,80.40%,87.30%,,,,19.60%,,58.80%,7.80%,2%,0,33.30%,,,,,5.90%,,2%,,,19.60%,0%,25.50%,,,100%,11.80%,na,,16,,0.00%,,,
